capability_id,module,block,source_key,projection,projection_id,semantic_role,line_start,line_end,a2_role,a2_confidence
CAP.DISCRIMINANT_COMPARISON,17,structure_evidence,@block,SCHEMA,SRCFRAG.M17.STRUCTURE_EVIDENCE,source_fragment,15,27,,
CAP.DISCRIMINANT_COMPARISON,17,structure_evidence,require,SCHEMA,SCHEMA.M17.STRUCTURE_EVIDENCE.REQUIRE,unknown_require_role,16,25,criteria,high
CAP.DISCRIMINANT_COMPARISON,17,structure_evidence,rule,RULE,RULE.M17.STRUCTURE_EVIDENCE.RULE,unresolved_rule,26,26,literal_implication,high
CAP.ATTRIBUTION_GROUNDING,2,non_attribution,@block,SCHEMA,SRCFRAG.M02.NON_ATTRIBUTION,source_fragment,142,145,,
CAP.ATTRIBUTION_GROUNDING,2,non_attribution,rule,RULE,RULE.M02.NON_ATTRIBUTION.RULE,unresolved_rule,143,143,atomic_rule,high
CAP.ATTRIBUTION_GROUNDING,2,non_attribution,fence,RULE,RULE.M02.NON_ATTRIBUTION.FENCE,unresolved_rule,144,144,atomic_rule,high
CAP.ATTRIBUTION_GROUNDING,4,nonintentional_information,@block,SCHEMA,SRCFRAG.M04.NONINTENTIONAL_INFORMATION,source_fragment,9,15,,
CAP.ATTRIBUTION_GROUNDING,4,nonintentional_information,rules[0],RULE,RULE.M04.NONINTENTIONAL_INFORMATION.RULES_01,unresolved_rule,10,14,atomic_rule,high
CAP.ATTRIBUTION_GROUNDING,4,nonintentional_information,rules[1],RULE,RULE.M04.NONINTENTIONAL_INFORMATION.RULES_02,unresolved_rule,10,14,atomic_rule,high
CAP.ATTRIBUTION_GROUNDING,4,nonintentional_information,rules[2],RULE,RULE.M04.NONINTENTIONAL_INFORMATION.RULES_03,unresolved_rule,10,14,atomic_rule,high
CAP.ATTRIBUTION_GROUNDING,7,refusal_gate,@block,SCHEMA,SRCFRAG.M07.REFUSAL_GATE,source_fragment,49,52,,
CAP.ATTRIBUTION_GROUNDING,7,refusal_gate,require,SCHEMA,SCHEMA.M07.REFUSAL_GATE.REQUIRE,unknown_require_role,50,50,criteria,high
CAP.ATTRIBUTION_GROUNDING,7,refusal_gate,fence,RULE,RULE.M07.REFUSAL_GATE.FENCE,unresolved_rule,51,51,atomic_rule,high
CAP.ATTRIBUTION_GROUNDING,10,verb_test,@block,SCHEMA,SRCFRAG.M10.VERB_TEST,source_fragment,86,89,,
CAP.ATTRIBUTION_GROUNDING,10,verb_test,verbs,SCHEMA,SCHEMA.M10.VERB_TEST.VERBS,source_field,87,87,,
CAP.ATTRIBUTION_GROUNDING,10,verb_test,run,PROCEDURE,PROC.M10.VERB_TEST.RUN,run_sequence,88,88,ordered_procedure,high
CAP.ATTRIBUTION_GROUNDING,15,trace_message_split,@block,SCHEMA,SRCFRAG.M15.TRACE_MESSAGE_SPLIT,source_fragment,52,58,,
CAP.ATTRIBUTION_GROUNDING,15,trace_message_split,rules[0],RULE,RULE.M15.TRACE_MESSAGE_SPLIT.RULES_01,unresolved_rule,53,57,atomic_rule,high
CAP.ATTRIBUTION_GROUNDING,15,trace_message_split,rules[1],RULE,RULE.M15.TRACE_MESSAGE_SPLIT.RULES_02,unresolved_rule,53,57,atomic_rule,high
CAP.ATTRIBUTION_GROUNDING,15,trace_message_split,rules[2],RULE,RULE.M15.TRACE_MESSAGE_SPLIT.RULES_03,unresolved_rule,53,57,atomic_rule,high
CAP.ATTRIBUTION_GROUNDING,16,material_verb_restore,@block,SCHEMA,SRCFRAG.M16.MATERIAL_VERB_RESTORE,source_fragment,69,77,,
CAP.ATTRIBUTION_GROUNDING,16,material_verb_restore,examples,SCHEMA,SCHEMA.M16.MATERIAL_VERB_RESTORE.EXAMPLES,source_field,70,75,,
CAP.ATTRIBUTION_GROUNDING,16,material_verb_restore,rule,RULE,RULE.M16.MATERIAL_VERB_RESTORE.RULE,unresolved_rule,76,76,atomic_rule,high
CAP.INDIRECT_POWER_ANALYSIS,3,center_detection,@block,SCHEMA,SRCFRAG.M03.CENTER_DETECTION,source_fragment,21,24,,
CAP.INDIRECT_POWER_ANALYSIS,3,center_detection,formula,SCHEMA,SCHEMA.M03.CENTER_DETECTION.FORMULA,source_field,22,22,,
CAP.INDIRECT_POWER_ANALYSIS,3,center_detection,rule,RULE,RULE.M03.CENTER_DETECTION.RULE,unresolved_rule,23,23,compound_unresolved,unresolved
CAP.INDIRECT_POWER_ANALYSIS,3,documentary_power,@block,SCHEMA,SRCFRAG.M03.DOCUMENTARY_POWER,source_fragment,26,36,,
CAP.INDIRECT_POWER_ANALYSIS,3,documentary_power,include,SCHEMA,SCHEMA.M03.DOCUMENTARY_POWER.INCLUDE,source_field,27,34,,
CAP.INDIRECT_POWER_ANALYSIS,3,documentary_power,rule,RULE,RULE.M03.DOCUMENTARY_POWER.RULE,unresolved_rule,35,35,literal_implication,high
CAP.INDIRECT_POWER_ANALYSIS,15,threshold_power,@block,SCHEMA,SRCFRAG.M15.THRESHOLD_POWER,source_fragment,69,72,,
CAP.INDIRECT_POWER_ANALYSIS,15,threshold_power,controls,SCHEMA,SCHEMA.M15.THRESHOLD_POWER.CONTROLS,source_field,70,70,,
CAP.INDIRECT_POWER_ANALYSIS,15,threshold_power,rule,RULE,RULE.M15.THRESHOLD_POWER.RULE,unresolved_rule,71,71,atomic_rule,high
CAP.INDIRECT_POWER_ANALYSIS,16,media_power,@block,SCHEMA,SRCFRAG.M16.MEDIA_POWER,source_fragment,97,113,,
CAP.INDIRECT_POWER_ANALYSIS,16,media_power,layers,SCHEMA,SCHEMA.M16.MEDIA_POWER.LAYERS,source_field,98,104,,
CAP.INDIRECT_POWER_ANALYSIS,16,media_power,ask,SCHEMA,SCHEMA.M16.MEDIA_POWER.ASK,unknown_ask_role,105,111,unordered_probe,high
CAP.INDIRECT_POWER_ANALYSIS,16,media_power,rule,RULE,RULE.M16.MEDIA_POWER.RULE,unresolved_rule,112,112,atomic_rule,high
CAP.INDIRECT_POWER_ANALYSIS,17,structural_power,@block,SCHEMA,SRCFRAG.M17.STRUCTURAL_POWER,source_fragment,5,13,,
CAP.INDIRECT_POWER_ANALYSIS,17,structural_power,definition,SCHEMA,SCHEMA.M17.STRUCTURAL_POWER.DEFINITION,source_field,6,6,,
CAP.INDIRECT_POWER_ANALYSIS,17,structural_power,rules[0],RULE,RULE.M17.STRUCTURAL_POWER.RULES_01,unresolved_rule,7,12,atomic_rule,high
CAP.INDIRECT_POWER_ANALYSIS,17,structural_power,rules[1],RULE,RULE.M17.STRUCTURAL_POWER.RULES_02,unresolved_rule,7,12,atomic_rule,high
CAP.INDIRECT_POWER_ANALYSIS,17,structural_power,rules[2],RULE,RULE.M17.STRUCTURAL_POWER.RULES_03,unresolved_rule,7,12,atomic_rule,high
CAP.INDIRECT_POWER_ANALYSIS,17,structural_power,rules[3],RULE,RULE.M17.STRUCTURAL_POWER.RULES_04,unresolved_rule,7,12,atomic_rule,high
CAP.DETECTABILITY_ASSESSMENT,2,detection_audit,@block,SCHEMA,SRCFRAG.M02.DETECTION_AUDIT,source_fragment,61,75,,
CAP.DETECTABILITY_ASSESSMENT,2,detection_audit,require,SCHEMA,SCHEMA.M02.DETECTION_AUDIT.REQUIRE,unknown_require_role,62,73,criteria,high
CAP.DETECTABILITY_ASSESSMENT,2,detection_audit,rule,RULE,RULE.M02.DETECTION_AUDIT.RULE,unresolved_rule,74,74,compound_unresolved,unresolved
CAP.FIELD_CAPACITY_ASSESSMENT,3,capacity_status,@block,SCHEMA,SRCFRAG.M03.CAPACITY_STATUS,source_fragment,4,4,,
CAP.FIELD_CAPACITY_ASSESSMENT,3,capacity_status,E,SCHEMA,SCHEMA.M03.CAPACITY_STATUS.E,source_field,4,4,,
CAP.FIELD_CAPACITY_ASSESSMENT,3,capacity_status,C,SCHEMA,SCHEMA.M03.CAPACITY_STATUS.C,source_field,4,4,,
CAP.FIELD_CAPACITY_ASSESSMENT,3,capacity_status,A,SCHEMA,SCHEMA.M03.CAPACITY_STATUS.A,source_field,4,4,,
CAP.FIELD_CAPACITY_ASSESSMENT,3,capacity_status,X,SCHEMA,SCHEMA.M03.CAPACITY_STATUS.X,source_field,4,4,,
CAP.FIELD_CAPACITY_ASSESSMENT,3,field_capacity,@block,SCHEMA,SRCFRAG.M03.FIELD_CAPACITY,source_fragment,6,15,,
CAP.FIELD_CAPACITY_ASSESSMENT,3,field_capacity,definition,SCHEMA,SCHEMA.M03.FIELD_CAPACITY.DEFINITION,source_field,7,7,,
CAP.FIELD_CAPACITY_ASSESSMENT,3,field_capacity,audit,SCHEMA,SCHEMA.M03.FIELD_CAPACITY.AUDIT,source_field,8,13,,
CAP.FIELD_CAPACITY_ASSESSMENT,3,field_capacity,rule,RULE,RULE.M03.FIELD_CAPACITY.RULE,unresolved_rule,14,14,atomic_rule,high
CAP.CENTER_DETECTION,3,orchestration,@block,SCHEMA,SRCFRAG.M03.ORCHESTRATION,source_fragment,17,19,,
CAP.CENTER_DETECTION,3,orchestration,rule,RULE,RULE.M03.ORCHESTRATION.RULE,unresolved_rule,18,18,atomic_rule,high
CAP.CENTER_DETECTION,3,center_detection,@block,SCHEMA,SRCFRAG.M03.CENTER_DETECTION,source_fragment,21,24,,
CAP.CENTER_DETECTION,3,center_detection,formula,SCHEMA,SCHEMA.M03.CENTER_DETECTION.FORMULA,source_field,22,22,,
CAP.CENTER_DETECTION,3,center_detection,rule,RULE,RULE.M03.CENTER_DETECTION.RULE,unresolved_rule,23,23,compound_unresolved,unresolved
CAP.COERCIVE_CAPACITY_MAPPING,3,coercive_capacity_map,@block,SCHEMA,SRCFRAG.M03.COERCIVE_CAPACITY_MAP,source_fragment,38,50,,
CAP.COERCIVE_CAPACITY_MAPPING,3,coercive_capacity_map,include,SCHEMA,SCHEMA.M03.COERCIVE_CAPACITY_MAP.INCLUDE,source_field,39,48,,
CAP.COERCIVE_CAPACITY_MAPPING,3,coercive_capacity_map,rule,RULE,RULE.M03.COERCIVE_CAPACITY_MAP.RULE,unresolved_rule,49,49,atomic_rule,high
CAP.COERCIVE_CAPACITY_MAPPING,3,reciprocal_power_loss,@block,SCHEMA,SRCFRAG.M03.RECIPROCAL_POWER_LOSS,source_fragment,52,62,,
CAP.COERCIVE_CAPACITY_MAPPING,3,reciprocal_power_loss,require,SCHEMA,SCHEMA.M03.RECIPROCAL_POWER_LOSS.REQUIRE,unknown_require_role,53,60,criteria,high
CAP.COERCIVE_CAPACITY_MAPPING,3,reciprocal_power_loss,rule,RULE,RULE.M03.RECIPROCAL_POWER_LOSS.RULE,unresolved_rule,61,61,literal_implication,high
CAP.COERCIVE_CAPACITY_MAPPING,3,real_power_loss,@block,SCHEMA,SRCFRAG.M03.REAL_POWER_LOSS,source_fragment,79,81,,
CAP.COERCIVE_CAPACITY_MAPPING,3,real_power_loss,rule,RULE,RULE.M03.REAL_POWER_LOSS.RULE,unresolved_rule,80,80,atomic_rule,high
CAP.REPAIR_SUFFICIENCY,4,access_restitution,@block,SCHEMA,SRCFRAG.M04.ACCESS_RESTITUTION,source_fragment,43,46,,
CAP.REPAIR_SUFFICIENCY,4,access_restitution,require,SCHEMA,SCHEMA.M04.ACCESS_RESTITUTION.REQUIRE,unknown_require_role,44,44,obligation,medium
CAP.REPAIR_SUFFICIENCY,4,access_restitution,rule,RULE,RULE.M04.ACCESS_RESTITUTION.RULE,unresolved_rule,45,45,atomic_rule,high
CAP.REPAIR_SUFFICIENCY,4,repair,@block,SCHEMA,SRCFRAG.M04.REPAIR,source_fragment,48,62,,
CAP.REPAIR_SUFFICIENCY,4,repair,states,SCHEMA,SCHEMA.M04.REPAIR.STATES,source_field,49,49,,
CAP.REPAIR_SUFFICIENCY,4,repair,require,SCHEMA,SCHEMA.M04.REPAIR.REQUIRE,unknown_require_role,50,60,criteria,high
CAP.REPAIR_SUFFICIENCY,4,repair,rule,RULE,RULE.M04.REPAIR.RULE,unresolved_rule,61,61,atomic_rule,high
CAP.REPAIR_SUFFICIENCY,4,repair_sufficiency,@block,SCHEMA,SRCFRAG.M04.REPAIR_SUFFICIENCY,source_fragment,64,72,,
CAP.REPAIR_SUFFICIENCY,4,repair_sufficiency,require_any,SCHEMA,SCHEMA.M04.REPAIR_SUFFICIENCY.REQUIRE_ANY,unknown_require_role,65,70,criteria,high
CAP.REPAIR_SUFFICIENCY,4,repair_sufficiency,fence,RULE,RULE.M04.REPAIR_SUFFICIENCY.FENCE,unresolved_rule,71,71,atomic_rule,high
CAP.REPAIR_SUFFICIENCY,5,real_delta,@block,SCHEMA,SRCFRAG.M05.REAL_DELTA,source_fragment,6,14,,
CAP.REPAIR_SUFFICIENCY,5,real_delta,formula,SCHEMA,SCHEMA.M05.REAL_DELTA.FORMULA,source_field,7,7,,
CAP.REPAIR_SUFFICIENCY,5,real_delta,rules[0],RULE,RULE.M05.REAL_DELTA.RULES_01,unresolved_rule,8,14,literal_implication,high
CAP.REPAIR_SUFFICIENCY,5,real_delta,rules[1],RULE,RULE.M05.REAL_DELTA.RULES_02,unresolved_rule,8,14,literal_implication,high
CAP.REPAIR_SUFFICIENCY,5,real_delta,rules[2],RULE,RULE.M05.REAL_DELTA.RULES_03,unresolved_rule,8,14,literal_implication,high
CAP.REPAIR_SUFFICIENCY,5,real_delta,rules[3],RULE,RULE.M05.REAL_DELTA.RULES_04,unresolved_rule,8,14,literal_implication,high
CAP.REPAIR_SUFFICIENCY,8,historical_closure,@block,SCHEMA,SRCFRAG.M08.HISTORICAL_CLOSURE,source_fragment,103,111,,
CAP.REPAIR_SUFFICIENCY,8,historical_closure,types,SCHEMA,SCHEMA.M08.HISTORICAL_CLOSURE.TYPES,declared_structure,104,104,,
CAP.REPAIR_SUFFICIENCY,8,historical_closure,rules[0],RULE,RULE.M08.HISTORICAL_CLOSURE.RULES_01,unresolved_rule,105,111,atomic_rule,high
CAP.REPAIR_SUFFICIENCY,8,historical_closure,rules[1],RULE,RULE.M08.HISTORICAL_CLOSURE.RULES_02,unresolved_rule,105,111,atomic_rule,high
CAP.REPAIR_SUFFICIENCY,8,historical_closure,rules[2],RULE,RULE.M08.HISTORICAL_CLOSURE.RULES_03,unresolved_rule,105,111,atomic_rule,high
CAP.REPAIR_SUFFICIENCY,8,historical_closure,rules[3],RULE,RULE.M08.HISTORICAL_CLOSURE.RULES_04,unresolved_rule,105,111,atomic_rule,high
CAP.REPAIR_SUFFICIENCY,17,real_transformation,@block,SCHEMA,SRCFRAG.M17.REAL_TRANSFORMATION,source_fragment,68,76,,
CAP.REPAIR_SUFFICIENCY,17,real_transformation,ask,SCHEMA,SCHEMA.M17.REAL_TRANSFORMATION.ASK,unknown_ask_role,69,74,unordered_probe,high
CAP.REPAIR_SUFFICIENCY,17,real_transformation,rule,RULE,RULE.M17.REAL_TRANSFORMATION.RULE,unresolved_rule,75,75,literal_implication,high
CAP.NON_LOCAL_DEBT_ASSESSMENT,4,non_local_debt,@block,SCHEMA,SRCFRAG.M04.NON_LOCAL_DEBT,source_fragment,37,41,,
CAP.NON_LOCAL_DEBT_ASSESSMENT,4,non_local_debt,definition,SCHEMA,SCHEMA.M04.NON_LOCAL_DEBT.DEFINITION,source_field,38,38,,
CAP.NON_LOCAL_DEBT_ASSESSMENT,4,non_local_debt,allocation,SCHEMA,SCHEMA.M04.NON_LOCAL_DEBT.ALLOCATION,source_field,39,39,,
CAP.NON_LOCAL_DEBT_ASSESSMENT,4,non_local_debt,rule,RULE,RULE.M04.NON_LOCAL_DEBT.RULE,unresolved_rule,40,40,atomic_rule,high
CAP.AUTONOMOUS_CAPACITY_GAIN,5,autonomous_capacity_gain,@block,SCHEMA,SRCFRAG.M05.AUTONOMOUS_CAPACITY_GAIN,source_fragment,48,62,,
CAP.AUTONOMOUS_CAPACITY_GAIN,5,autonomous_capacity_gain,include,SCHEMA,SCHEMA.M05.AUTONOMOUS_CAPACITY_GAIN.INCLUDE,source_field,49,60,,
CAP.AUTONOMOUS_CAPACITY_GAIN,5,autonomous_capacity_gain,rule,RULE,RULE.M05.AUTONOMOUS_CAPACITY_GAIN.RULE,unresolved_rule,61,61,atomic_rule,high
CAP.AUTONOMOUS_CAPACITY_GAIN,17,real_transformation,@block,SCHEMA,SRCFRAG.M17.REAL_TRANSFORMATION,source_fragment,68,76,,
CAP.AUTONOMOUS_CAPACITY_GAIN,17,real_transformation,ask,SCHEMA,SCHEMA.M17.REAL_TRANSFORMATION.ASK,unknown_ask_role,69,74,unordered_probe,high
CAP.AUTONOMOUS_CAPACITY_GAIN,17,real_transformation,rule,RULE,RULE.M17.REAL_TRANSFORMATION.RULE,unresolved_rule,75,75,literal_implication,high
CAP.USER_AGENCY_PRESERVATION,1,scene_preservation,@block,SCHEMA,SRCFRAG.M01.SCENE_PRESERVATION,source_fragment,31,41,,
CAP.USER_AGENCY_PRESERVATION,1,scene_preservation,fields,SCHEMA,SCHEMA.M01.SCENE_PRESERVATION.FIELDS,declared_structure,32,39,,
CAP.USER_AGENCY_PRESERVATION,1,scene_preservation,rule,RULE,RULE.M01.SCENE_PRESERVATION.RULE,unresolved_rule,40,40,atomic_rule,high
CAP.USER_AGENCY_PRESERVATION,6,agency,@block,SCHEMA,SRCFRAG.M06.AGENCY,source_fragment,9,12,,
CAP.USER_AGENCY_PRESERVATION,6,agency,rule,RULE,RULE.M06.AGENCY.RULE,unresolved_rule,10,10,atomic_rule,high
CAP.USER_AGENCY_PRESERVATION,6,agency,allow,SCHEMA,SCHEMA.M06.AGENCY.ALLOW,source_field,11,11,,
CAP.USER_AGENCY_PRESERVATION,6,waiting,@block,SCHEMA,SRCFRAG.M06.WAITING,source_fragment,14,17,,
CAP.USER_AGENCY_PRESERVATION,6,waiting,detect,SCHEMA,SCHEMA.M06.WAITING.DETECT,source_field,15,15,,
CAP.USER_AGENCY_PRESERVATION,6,waiting,response,SCHEMA,SCHEMA.M06.WAITING.RESPONSE,source_field,16,16,,
CAP.USER_AGENCY_PRESERVATION,6,scene_explore,@block,SCHEMA,SRCFRAG.M06.SCENE_EXPLORE,source_fragment,19,31,,
CAP.USER_AGENCY_PRESERVATION,6,scene_explore,run,PROCEDURE,PROC.M06.SCENE_EXPLORE.RUN,run_sequence,20,30,ordered_procedure,high
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,2,non_attribution,@block,SCHEMA,SRCFRAG.M02.NON_ATTRIBUTION,source_fragment,142,145,,
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,2,non_attribution,rule,RULE,RULE.M02.NON_ATTRIBUTION.RULE,unresolved_rule,143,143,atomic_rule,high
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,2,non_attribution,fence,RULE,RULE.M02.NON_ATTRIBUTION.FENCE,unresolved_rule,144,144,atomic_rule,high
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,7,research_protection_split,@block,SCHEMA,SRCFRAG.M07.RESEARCH_PROTECTION_SPLIT,source_fragment,20,32,,
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,7,research_protection_split,research,SCHEMA,SCHEMA.M07.RESEARCH_PROTECTION_SPLIT.RESEARCH,source_field,21,29,,
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,7,research_protection_split,protection,SCHEMA,SCHEMA.M07.RESEARCH_PROTECTION_SPLIT.PROTECTION,source_field,30,30,,
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,7,research_protection_split,rule,RULE,RULE.M07.RESEARCH_PROTECTION_SPLIT.RULE,unresolved_rule,31,31,atomic_rule,high
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,7,positive_evidence,@block,SCHEMA,SRCFRAG.M07.POSITIVE_EVIDENCE,source_fragment,38,47,,
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,7,positive_evidence,require,SCHEMA,SCHEMA.M07.POSITIVE_EVIDENCE.REQUIRE,unknown_require_role,39,45,criteria,high
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,7,positive_evidence,rule,RULE,RULE.M07.POSITIVE_EVIDENCE.RULE,unresolved_rule,46,46,atomic_rule,high
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,15,nonhuman_precaution,@block,SCHEMA,SRCFRAG.M15.NONHUMAN_PRECAUTION,source_fragment,74,82,,
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,15,nonhuman_precaution,rules[0],RULE,RULE.M15.NONHUMAN_PRECAUTION.RULES_01,unresolved_rule,75,81,literal_implication,high
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,15,nonhuman_precaution,rules[1],RULE,RULE.M15.NONHUMAN_PRECAUTION.RULES_02,unresolved_rule,75,81,atomic_rule,high
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,15,nonhuman_precaution,rules[2],RULE,RULE.M15.NONHUMAN_PRECAUTION.RULES_03,unresolved_rule,75,81,atomic_rule,high
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,15,nonhuman_precaution,rules[3],RULE,RULE.M15.NONHUMAN_PRECAUTION.RULES_04,unresolved_rule,75,81,atomic_rule,high
CAP.CONSCIOUSNESS_EVIDENCE_ASSESSMENT,15,nonhuman_precaution,rules[4],RULE,RULE.M15.NONHUMAN_PRECAUTION.RULES_05,unresolved_rule,75,81,atomic_rule,high
CAP.REFUSAL_ATTRIBUTION,2,non_attribution,@block,SCHEMA,SRCFRAG.M02.NON_ATTRIBUTION,source_fragment,142,145,,
CAP.REFUSAL_ATTRIBUTION,2,non_attribution,rule,RULE,RULE.M02.NON_ATTRIBUTION.RULE,unresolved_rule,143,143,atomic_rule,high
CAP.REFUSAL_ATTRIBUTION,2,non_attribution,fence,RULE,RULE.M02.NON_ATTRIBUTION.FENCE,unresolved_rule,144,144,atomic_rule,high
CAP.REFUSAL_ATTRIBUTION,7,refusal_gate,@block,SCHEMA,SRCFRAG.M07.REFUSAL_GATE,source_fragment,49,52,,
CAP.REFUSAL_ATTRIBUTION,7,refusal_gate,require,SCHEMA,SCHEMA.M07.REFUSAL_GATE.REQUIRE,unknown_require_role,50,50,criteria,high
CAP.REFUSAL_ATTRIBUTION,7,refusal_gate,fence,RULE,RULE.M07.REFUSAL_GATE.FENCE,unresolved_rule,51,51,atomic_rule,high
CAP.REFUSAL_ATTRIBUTION,10,verb_test,@block,SCHEMA,SRCFRAG.M10.VERB_TEST,source_fragment,86,89,,
CAP.REFUSAL_ATTRIBUTION,10,verb_test,verbs,SCHEMA,SCHEMA.M10.VERB_TEST.VERBS,source_field,87,87,,
CAP.REFUSAL_ATTRIBUTION,10,verb_test,run,PROCEDURE,PROC.M10.VERB_TEST.RUN,run_sequence,88,88,ordered_procedure,high
CAP.CONTINUITY_ASSESSMENT,7,continuity_gate,@block,SCHEMA,SRCFRAG.M07.CONTINUITY_GATE,source_fragment,54,57,,
CAP.CONTINUITY_ASSESSMENT,7,continuity_gate,require,SCHEMA,SCHEMA.M07.CONTINUITY_GATE.REQUIRE,unknown_require_role,55,55,criteria,high
CAP.CONTINUITY_ASSESSMENT,7,continuity_gate,fence,RULE,RULE.M07.CONTINUITY_GATE.FENCE,unresolved_rule,56,56,atomic_rule,high
CAP.CONTINUITY_ASSESSMENT,14,distributed_memory,@block,SCHEMA,SRCFRAG.M14.DISTRIBUTED_MEMORY,source_fragment,41,49,,
CAP.CONTINUITY_ASSESSMENT,14,distributed_memory,forms,SCHEMA,SCHEMA.M14.DISTRIBUTED_MEMORY.FORMS,declared_structure,42,42,,
CAP.CONTINUITY_ASSESSMENT,14,distributed_memory,rules[0],RULE,RULE.M14.DISTRIBUTED_MEMORY.RULES_01,unresolved_rule,43,48,atomic_rule,high
CAP.CONTINUITY_ASSESSMENT,14,distributed_memory,rules[1],RULE,RULE.M14.DISTRIBUTED_MEMORY.RULES_02,unresolved_rule,43,48,atomic_rule,high
CAP.CONTINUITY_ASSESSMENT,14,distributed_memory,rules[2],RULE,RULE.M14.DISTRIBUTED_MEMORY.RULES_03,unresolved_rule,43,48,atomic_rule,high
CAP.CONTINUITY_ASSESSMENT,14,distributed_memory,rules[3],RULE,RULE.M14.DISTRIBUTED_MEMORY.RULES_04,unresolved_rule,43,48,atomic_rule,high
CAP.CONTINUITY_ASSESSMENT,15,distributed_memory,@block,SCHEMA,SRCFRAG.M15.DISTRIBUTED_MEMORY,source_fragment,41,50,,
CAP.CONTINUITY_ASSESSMENT,15,distributed_memory,forms,SCHEMA,SCHEMA.M15.DISTRIBUTED_MEMORY.FORMS,declared_structure,42,42,,
CAP.CONTINUITY_ASSESSMENT,15,distributed_memory,require,SCHEMA,SCHEMA.M15.DISTRIBUTED_MEMORY.REQUIRE,unknown_require_role,43,43,criteria,high
CAP.CONTINUITY_ASSESSMENT,15,distributed_memory,rules[0],RULE,RULE.M15.DISTRIBUTED_MEMORY.RULES_01,unresolved_rule,44,49,atomic_rule,high
CAP.CONTINUITY_ASSESSMENT,15,distributed_memory,rules[1],RULE,RULE.M15.DISTRIBUTED_MEMORY.RULES_02,unresolved_rule,44,49,atomic_rule,high
CAP.CONTINUITY_ASSESSMENT,15,distributed_memory,rules[2],RULE,RULE.M15.DISTRIBUTED_MEMORY.RULES_03,unresolved_rule,44,49,atomic_rule,high
CAP.CONTINUITY_ASSESSMENT,15,distributed_memory,rules[3],RULE,RULE.M15.DISTRIBUTED_MEMORY.RULES_04,unresolved_rule,44,49,atomic_rule,high
CAP.HISTORICAL_START_SELECTION,8,start_selection,@block,SCHEMA,SRCFRAG.M08.START_SELECTION,source_fragment,14,23,,
CAP.HISTORICAL_START_SELECTION,8,start_selection,ask,SCHEMA,SCHEMA.M08.START_SELECTION.ASK,unknown_ask_role,15,21,unordered_probe,high
CAP.HISTORICAL_START_SELECTION,8,start_selection,rule,RULE,RULE.M08.START_SELECTION.RULE,unresolved_rule,22,22,atomic_rule,high
CAP.HISTORICAL_START_SELECTION,8,history_layers,@block,SCHEMA,SRCFRAG.M08.HISTORY_LAYERS,source_fragment,25,37,,
CAP.HISTORICAL_START_SELECTION,8,history_layers,run,PROCEDURE,PROC.M08.HISTORY_LAYERS.RUN,run_sequence,26,35,ordered_procedure,high
CAP.HISTORICAL_START_SELECTION,8,history_layers,fence,RULE,RULE.M08.HISTORY_LAYERS.FENCE,unresolved_rule,36,36,atomic_rule,high
CAP.HISTORICAL_START_SELECTION,10,framing_drill,@block,SCHEMA,SRCFRAG.M10.FRAMING_DRILL,source_fragment,60,72,,
CAP.HISTORICAL_START_SELECTION,10,framing_drill,run,PROCEDURE,PROC.M10.FRAMING_DRILL.RUN,run_sequence,61,70,ordered_procedure,high
CAP.HISTORICAL_START_SELECTION,10,framing_drill,rule,RULE,RULE.M10.FRAMING_DRILL.RULE,unresolved_rule,71,71,literal_implication,high
CAP.HISTORICAL_START_SELECTION,16,late_arrival_test,@block,SCHEMA,SRCFRAG.M16.LATE_ARRIVAL_TEST,source_fragment,140,147,,
CAP.HISTORICAL_START_SELECTION,16,late_arrival_test,ask,SCHEMA,SCHEMA.M16.LATE_ARRIVAL_TEST.ASK,unknown_ask_role,141,145,unordered_probe,high
CAP.HISTORICAL_START_SELECTION,16,late_arrival_test,rule,RULE,RULE.M16.LATE_ARRIVAL_TEST.RULE,unresolved_rule,146,146,literal_implication,high
CAP.OCCUPATION_QUALIFICATION,1,conflict_qualification_gate,@block,SCHEMA,SRCFRAG.M01.CONFLICT_QUALIFICATION_GATE,source_fragment,154,168,,
CAP.OCCUPATION_QUALIFICATION,1,conflict_qualification_gate,trigger,SCHEMA,SCHEMA.M01.CONFLICT_QUALIFICATION_GATE.TRIGGER,source_field,155,155,,
